Age,Sleep_Hours,Screen_Time,Stress_Level,Noise_Exposure,Social_Interaction,Work_Hours,Exercise_Hours,Caffeine_Intake,Multitasking_Habit,Anxiety_Score,Depression_Score,Sensory_Sensitivity,Meditation_Habit,Overthinking_Score,Irritability_Score,Headache_Frequency,Sleep_Quality,Tech_Usage_Hours,Overstimulated
59,9.34277701492748,8.423825233595704,1,2,2,7,0.726296871979032,4,1,4,2,0,0,7,7,2,3,6.640579448267037,1
45,5.250469908735173,3.6297302248253263,3,1,3,9,1.2977227950100518,4,1,1,8,2,0,1,6,5,3,8.30035694078068,0
48,6.335058904406541,9.338444631123382,4,0,5,11,0.7660968795608998,2,1,9,2,0,0,5,7,6,1,9.879871192972777,1
26,4.582202984711998,9.360060994583083,2,4,2,13,2.653253924533913,2,1,5,5,1,0,6,3,0,2,6.532972766378432,1
46,7.483332295230908,4.438578273991301,1,1,9,13,0.33766352209654726,2,1,8,4,4,0,7,4,0,3,9.179133789250121,0
31,9.852867806223662,5.517508963113111,4,2,0,10,2.0392216735691124,2,0,3,1,3,1,3,9,1,4,4.233292747483128,0
57,7.22445167230365,3.3065930517322095,7,2,0,7,0.7808495914950704,0,0,4,5,3,1,7,3,1,2,7.304251922984675,0
58,5.504698588794842,11.742171256551947,6,0,8,5,1.4267322291553992,2,1,4,7,2,0,4,2,0,2,1.5022491966716172,1
39,7.534722121933699,8.101628347642528,6,2,8,5,0.8982383407398983,1,0,8,1,3,0,6,7,6,3,8.100744000491304,1
28,3.860444749257713,11.279982687870671,9,2,4,7,0.969735951178415,4,1,9,2,2,1,5,6,2,2,8.468228302566107,1
40,9.22061356185779,4.337240979920464,2,1,8,9,0.7811790408330659,0,1,3,9,4,0,4,3,4,1,4.610578928265927,0
18,6.5215876554588545,9.600800042965787,4,4,6,6,2.258378763586316,2,0,7,5,0,0,6,6,2,2,6.750595142895967,1
54,6.145448194277495,9.424445082732163,5,3,8,9,1.0971475715371413,4,1,9,7,1,0,3,7,6,1,8.725249921531228,1
38,7.101053519174634,8.608212170531957,1,2,6,8,2.179071053142248,0,0,2,2,4,1,3,6,4,3,8.952473480581453,1
43,7.373487039525817,11.622028727934804,8,2,8,8,1.3682097903120383,4,1,4,7,4,0,5,1,0,2,1.9587837188494086,1
53,3.5024306435855914,5.329108697169471,8,3,1,5,1.641738126300862,0,1,3,7,3,1,5,1,5,4,8.447389718796076,1
40,7.7783205485638165,2.43789055948733,6,2,7,11,1.629862427140462,3,0,8,7,3,0,9,9,4,4,3.4681901673349023,0
18,4.693521762208707,8.388797451684669,5,1,6,8,2.9275562380307663,0,1,4,5,1,0,4,6,1,1,7.54576206703969,1
57,7.997668427546128,9.022407805249268,8,1,5,14,1.1011873671328536,2,1,9,9,0,1,5,2,5,1,3.9264773814329983,1
32,8.757743560689377,7.325666308046961,3,3,4,5,0.6230522861927927,4,1,1,2,4,0,9,1,6,3,1.5069670356751943,0
38,8.627709552867643,3.274996824467359,3,2,3,10,2.7353758210998063,4,0,1,4,3,1,4,2,0,2,2.888836388659968,0
26,6.867506771855224,6.549015358362909,2,2,6,12,0.5245178679467197,4,0,4,2,4,1,3,8,6,1,4.678045982443756,0
26,6.641189246175259,4.434087102260424,5,4,2,12,2.503268537533034,1,0,3,8,0,0,7,5,3,1,7.671057580549382,0
27,4.000131729375882,5.702131809833579,3,2,7,4,0.4506446864007774,1,0,3,1,2,1,7,7,4,3,1.9063326458112184,1
43,8.427423052821949,8.097404334291303,3,1,1,10,1.9761730026822188,2,0,2,9,0,1,8,7,4,2,8.316407124101438,1
58,4.899865663127001,9.19736216959918,6,0,0,12,0.45162243979360817,3,1,2,5,4,0,4,2,6,2,9.972559827661696,1
52,6.476867959725626,3.5544715999147742,8,0,1,9,2.7692574577182882,1,0,8,3,4,0,4,4,5,1,8.094318788612128,1
42,4.989918650492617,5.458578967116487,2,0,8,4,1.6950248479584937,0,0,1,4,1,0,9,2,3,2,5.263628680259933,1
43,3.936798540997852,3.960777280907921,4,0,4,5,0.9878215174202627,2,1,8,1,4,1,7,7,3,2,6.113441897613518,1
28,7.406903878242156,3.1849477524805603,7,2,7,7,0.42096832489078473,3,1,3,3,3,0,3,5,0,2,1.055444574724071,0
55,3.380324243760327,9.617259419954221,1,2,2,7,1.1135767084379817,0,0,2,8,1,0,9,1,5,4,2.883464540698577,1
19,8.240516638883399,11.001779638806916,1,4,6,5,2.1150601046064352,4,1,9,2,4,0,5,2,2,2,9.090893183140409,1
24,5.223107566827816,5.072554042530344,7,2,1,11,1.1548526517856414,1,1,5,2,0,0,4,6,3,4,1.1955646246166727,0
35,3.000942851031397,9.264068168111436,7,0,7,5,0.7382824082863322,0,1,5,9,4,1,1,4,6,2,9.143154576072837,1
44,6.577903974660609,10.866948183008521,1,3,6,6,1.7322283448814517,3,0,6,5,0,0,9,7,4,2,2.0192734731535067,1
51,3.327963359693222,10.307366315832548,1,3,4,7,1.2534655585113588,2,1,4,5,0,0,6,2,3,2,2.1976671696295087,1
44,4.933186904746297,3.010947273931485,4,1,3,12,0.49741870809087696,0,1,7,1,4,0,2,2,6,1,2.578149197712302,1
34,7.9488354121900135,11.519210696646974,5,1,0,13,0.4619639708323704,2,0,7,6,0,0,7,6,0,1,8.194467924596767,1
41,3.438827351353061,5.143440844724087,5,2,4,4,2.1223859706655643,4,1,9,8,2,0,3,8,0,4,5.303679178081414,1
42,8.875369446492016,4.7316472729122,4,3,8,11,2.924015686548769,3,1,6,6,1,1,6,1,4,2,2.306769672070381,0
24,3.0267394586100815,1.6867446000555837,8,0,9,8,0.6992822125861691,3,0,1,7,4,0,8,5,4,4,7.1812163769879245,1
23,4.7277670844133155,6.347910195153713,7,0,3,10,2.31944580249447,1,0,9,4,2,0,3,1,4,2,9.466195296931996,1
41,8.1863283930645,2.199149772050216,9,0,8,11,0.2628201073513956,3,0,9,2,0,1,5,6,2,3,6.152063268227247,1
50,5.213891048105148,3.733938030201686,7,2,1,8,1.144727757156545,0,1,5,1,0,0,6,7,4,4,1.8883000514848465,0
46,3.713246716462095,4.486368839440095,1,2,3,11,1.520064458424771,0,0,7,6,1,1,1,6,5,1,1.4927554555978582,1
39,5.521637431602995,9.897089558408524,7,4,8,13,0.8062408358693048,0,0,1,9,2,1,7,9,0,3,8.162851238881846,1
43,4.892753004691679,10.630375154354862,1,0,3,14,1.5887352495427511,4,1,4,5,2,1,4,3,0,1,6.634752871369915,1
45,8.898983315123886,4.327129492076167,7,0,4,11,2.6478432829915635,3,1,4,2,4,1,7,8,3,3,9.303916052121412,0
38,5.193435423096002,10.445679333690313,8,2,7,12,2.83331388706498,3,1,5,1,0,0,7,3,4,3,5.925251359431892,1
24,8.52252730243205,10.4295403110677,9,2,0,5,0.30167086311914837,0,1,6,3,3,0,5,7,2,3,1.5615586291874803,1
34,9.243105013675143,9.41116045423361,3,4,0,6,0.8155378019526069,1,1,4,4,4,1,8,5,5,4,4.633181649987852,1
37,6.036721937035707,2.613646254166997,4,4,8,4,2.937401752553175,1,0,6,7,4,1,8,1,1,4,6.92191619732276,0
58,9.369602006980745,8.59355131590802,4,1,8,7,0.811255231206731,3,0,7,9,4,1,5,4,3,1,4.463968158435367,1
37,5.64122637774235,11.395264710386256,9,3,3,8,2.0781220534303233,3,0,3,8,1,1,5,9,5,4,9.996322570662096,1
39,9.748548915430757,8.507945266438728,7,0,1,14,0.760361081611094,2,1,9,9,1,1,7,8,6,1,4.648407523063705,1
45,3.6250266716790103,4.647785340186173,3,0,8,4,1.0690967799631146,3,0,8,7,4,0,6,3,2,2,5.916125138027951,1
57,7.809134865522699,6.506372491739144,5,4,3,11,0.5738369636906924,0,1,1,8,3,1,4,2,4,1,3.0285282936131153,0
24,6.4566982831985005,8.102975476861591,7,4,5,5,2.5689005810914356,4,1,2,8,2,0,2,9,2,1,2.3692438387197257,1
18,5.713541638189529,6.616274496013539,8,1,0,4,2.6479462914585117,3,0,2,1,2,1,8,1,1,4,6.807749847069259,1
49,7.428983151240207,2.319482359040668,1,3,8,5,0.8907375237462947,3,0,9,9,0,1,3,9,5,1,6.297514722241139,0
30,7.926999641440318,4.4327044911722275,2,1,4,8,2.47076947251189,0,1,9,2,2,0,2,7,2,4,1.0390497166565584,0
47,3.030542887552164,9.826356336089958,7,3,2,12,1.0747249501109521,2,1,9,7,2,1,7,2,6,1,3.5630338131796795,1
40,4.168671621230391,10.475598507050691,2,0,3,12,0.2970582686854749,3,0,1,5,3,0,6,5,1,2,6.792216157116229,1
36,7.991322354440231,2.5103003598712723,7,1,0,5,2.2742291918762203,1,0,7,4,2,0,8,2,1,4,8.310244111592047,0
49,7.664697895047445,11.476254276385971,9,4,8,5,1.789338746696534,1,1,3,1,3,1,6,5,5,4,3.8113178773585985,1
47,9.76233253590074,4.617048796334703,2,1,7,6,0.8231473310122511,1,1,9,1,1,1,7,7,1,2,6.826927323599684,0
46,8.327264531755482,8.28545112603792,7,1,3,10,0.7589992215355411,4,1,8,3,3,0,2,5,5,4,3.387321371357616,1
46,9.655408954119366,9.270076605523492,4,0,1,14,2.9268701114469637,4,1,3,1,1,0,2,2,2,1,7.213419051663126,1
47,7.917783510743648,9.931408581016717,2,4,8,6,2.5875031226792737,3,0,1,8,3,1,6,5,6,3,7.281531987962162,1
33,5.086365460476102,11.403246724485232,7,4,3,4,2.4293949881212944,3,0,9,3,4,0,9,6,4,4,2.1720111896763106,1
57,3.7375544557559954,4.4421150283170485,5,2,8,9,0.38405312592499685,3,1,1,2,1,1,3,5,0,3,6.985808055793044,1
36,8.47276704341455,10.443571000067099,1,2,9,6,2.2655618227447816,4,1,3,6,1,1,8,2,0,1,4.002104635123327,1
35,7.509044550331412,2.4485559377982775,5,2,2,4,0.6436206636098596,3,0,6,4,2,1,5,6,2,2,2.5533543843336464,0
18,3.3373020867530734,8.75544996988952,3,0,6,7,2.9321668296247223,0,1,6,4,1,0,6,6,4,4,5.503251094963968,1
31,5.520353261306848,9.161755024653845,7,1,6,4,0.1562675638867731,2,1,4,2,3,1,6,2,0,3,5.070670155178491,1
19,9.697598708390004,8.454955653214526,6,4,9,4,1.0564154506807308,1,1,2,2,4,0,3,4,6,2,7.964873299557973,1
45,6.5028080199714084,3.775462097486683,8,4,3,5,1.2859435223361455,1,1,6,6,4,0,5,7,1,2,1.7606395824509669,1
47,6.029103952137932,10.603474617167237,5,1,1,13,2.472608734686763,0,1,5,5,2,1,1,1,2,4,8.107779419486029,1
55,6.203897236115058,2.857443097074345,2,4,8,11,2.2986684540121383,3,1,6,9,3,0,2,1,2,3,1.954741258983661,0
21,4.462179068036146,1.5899827067291392,9,1,3,5,1.1249764348397688,4,0,7,4,3,0,3,6,3,4,2.867131252711557,1
18,5.580950196053566,8.892114896731034,8,0,7,14,1.6966808803741225,3,1,9,5,0,0,4,7,3,1,5.642939064967039,1
25,5.588692791910237,6.230232867560071,6,0,1,5,2.506785490823191,3,0,7,1,1,0,9,5,3,2,5.16857140020182,0
46,3.3664851413123067,10.340078219545436,7,0,7,14,0.05459877645315814,1,0,4,2,2,0,1,8,5,3,9.899730772606434,1
56,8.372973399625428,5.217368551640848,9,1,9,14,2.4065342985734164,1,0,5,3,4,1,3,4,4,4,6.305263419361954,1
20,5.915531023327153,2.851064473584841,7,1,4,13,2.8406880760261264,4,1,6,5,0,1,3,3,2,2,3.946920357222225,0
49,8.755259207714964,10.200864117168567,3,3,6,13,0.09619356445251348,1,1,9,5,3,0,6,7,3,4,9.10133981689587,1
27,8.952436007839268,7.038005948040788,6,4,6,11,0.13674296123454777,3,1,5,4,1,1,5,4,2,3,3.809934611042533,0
27,4.483958382890607,3.0811537162939038,7,4,8,9,1.0335420166980602,0,0,5,3,4,1,3,1,1,1,3.4639807166946106,1
36,7.6014743751909,8.924223984450904,2,3,2,14,0.2633086913030236,4,0,7,9,0,1,4,8,3,1,5.449346156789735,1
51,6.3059726291408715,6.622250023384506,3,3,9,7,1.4378282408816647,0,1,2,1,3,0,7,5,2,1,9.218573060257711,0
50,9.161097165450396,7.647442804643518,4,0,3,6,2.186132055269336,3,1,3,6,4,0,3,8,4,4,7.376628297329548,0
40,4.510184754235179,6.0698817202724005,6,3,9,4,1.700697705095453,4,0,2,7,4,1,9,8,5,2,7.0973489392059745,1
45,7.744692402170309,10.11579882199807,1,1,3,14,0.589295727218221,0,0,2,4,3,1,8,5,6,1,7.534695385348866,1
49,7.254264855769058,10.125189872513548,9,2,9,6,1.964433900091073,4,0,3,3,3,1,2,8,4,1,6.936765496982994,1
24,5.067110343002829,8.803277040068249,5,1,4,12,2.0545634375367476,3,1,6,8,2,0,5,7,4,1,7.838167237011513,1
46,3.9562063255582083,2.159415151361085,7,3,5,8,2.797337867055044,4,0,5,9,4,0,4,3,6,1,2.734858195562201,1
25,7.5614783233409355,10.227392480944758,9,4,2,9,0.4403906921311471,3,0,5,1,3,1,5,4,3,3,2.595324580854413,1
18,8.170182206926315,8.381142785862007,9,1,3,8,2.0770084947291703,4,0,2,9,0,0,3,7,4,3,4.259470094122634,1
20,5.20939140634345,8.667265826047295,1,4,2,4,2.7342816565594426,4,1,2,7,1,0,1,4,5,2,8.658638009162493,1
41,7.513828228156196,4.9928112444425885,1,1,1,13,1.5046924599619027,1,1,1,1,2,0,8,6,0,3,7.430087939470388,0
40,5.765916353280523,10.672075117727074,3,4,9,4,1.085399039589169,3,1,3,7,3,1,9,2,5,3,6.098260085584923,1
25,7.992448182978324,8.979087602583432,6,1,8,7,0.5122484826634748,2,0,7,5,1,0,8,2,1,3,1.1750269373030786,1
54,4.394506924258372,2.2384951318211392,2,4,0,6,2.600360659469273,4,0,5,7,2,0,4,3,5,4,3.122220555422799,1
20,9.23150501845322,5.48555837846779,1,2,1,14,1.1827391245217833,0,0,7,9,4,1,2,7,2,3,8.231625482949092,0
50,5.011867175259058,10.750183981561559,1,0,7,11,2.774647329803077,1,0,9,8,1,1,4,3,0,4,3.182380237757968,1
45,5.57450191429307,1.519163718671169,5,1,6,10,2.5432748943923285,1,1,6,6,2,1,9,3,3,4,7.572611774718526,0
25,3.4066436645624485,11.575582816062544,4,2,0,14,1.129919555391587,4,0,2,2,3,0,9,4,2,3,2.661708384368956,1
51,3.7805854862489348,8.470788251515192,1,0,4,10,1.7217429268387874,2,0,1,8,3,0,5,6,6,4,6.457308023794227,1
52,6.611033318986297,7.945135754077143,4,1,9,11,0.08152210888176437,1,1,1,4,2,0,5,1,5,1,6.653902300304515,0
49,4.8731487370958,3.9761518213679055,3,2,5,13,0.7896642086014041,3,0,9,8,4,0,3,6,2,2,7.7676960311783345,1
41,8.84836158019536,3.736709676130948,2,2,4,10,2.130818545707749,4,0,6,7,2,0,6,8,4,3,4.945081608060759,0
31,3.102853720584677,11.36264041437455,9,2,3,13,2.0337328375388,4,0,6,4,0,0,7,8,2,3,6.694072291769253,1
49,5.653658340703553,4.28099699657535,1,3,0,5,1.060108378625253,2,1,4,8,2,1,9,6,2,2,5.3827280984825645,0
33,5.361418827383648,9.530558263908993,7,4,6,7,2.4258240957283697,3,0,2,2,2,0,7,6,5,3,9.526042408584816,1
21,3.1352934164232074,5.324339780277871,4,0,8,14,0.7075081556996133,3,1,3,9,3,0,3,3,1,3,5.696926543166566,1
54,3.8705787930035713,2.5317947786317436,5,4,5,9,1.383811599456815,2,0,3,6,4,1,7,2,6,2,2.8863809481536906,1
38,5.895498724430447,1.1178682746489486,5,4,2,6,1.4175919059327025,0,1,8,7,2,1,1,7,5,4,7.011032942247727,0
31,6.450052091132126,6.9868307071677584,1,4,9,6,1.0224503066100512,3,1,6,1,1,0,2,8,3,1,5.936205953875722,0
48,5.830028230784084,11.73356700403826,6,2,3,9,2.8639983033755017,0,1,7,3,3,0,4,6,6,4,8.23446547498132,1
35,6.716563748884656,5.060498131901249,9,4,9,4,2.090052100545304,0,0,9,5,3,1,7,5,0,1,2.5922043783391926,1
24,7.16592172433977,4.929115673923493,2,3,4,4,1.6175980059819048,4,0,1,7,2,0,9,4,4,2,3.3484564240651435,0
27,3.0694667478948494,4.785007796343863,7,1,0,8,1.5315452801659455,4,1,2,1,1,1,5,1,1,4,9.294661966579499,1
24,6.248666116174527,6.725982210353442,6,2,4,4,0.47788827741328965,1,1,9,9,2,1,8,9,0,4,9.370235019216665,0
50,9.744494686213118,5.847313717667229,5,0,0,13,1.116560691204295,4,0,5,5,1,0,7,4,0,1,4.980310898274019,0
40,6.633225960906842,10.679060893997159,4,1,8,11,2.018319944187322,3,1,4,3,3,1,5,2,6,1,1.429760639065869,1
38,7.742795872212672,6.560728708958393,4,1,6,5,2.773710659060201,3,0,1,7,1,0,3,4,1,1,3.758995617633637,0
36,5.1830470054181825,6.5853362200742565,6,1,2,9,2.4493921781755157,0,0,9,8,2,1,3,5,4,1,3.224103889791503,0
36,8.417939647069337,2.5220875419261226,4,4,8,13,0.9011694118799135,3,1,9,3,0,1,6,2,3,3,4.732091667954296,0
53,8.410450373132806,11.810134950014245,5,4,1,13,1.3018698770697998,4,1,4,7,0,1,4,7,1,2,3.860205569907288,1
46,6.649072333578973,3.7497017995571262,6,2,6,8,0.2487525621383837,4,0,9,7,1,0,3,3,1,1,8.460931094672087,0
35,9.832096762954496,1.8070047420556294,5,4,8,13,0.3065169691067423,4,0,1,4,2,0,4,8,1,4,1.0273241721290862,0
19,3.8788515033385735,8.294608738727296,7,4,5,7,1.4106911609961452,2,0,5,9,4,0,3,4,4,4,6.801686681603484,1
18,3.118633654227067,7.549030071725599,9,4,9,4,1.5906582204513002,3,1,1,1,0,0,6,5,1,4,6.9784320264043895,1
22,8.391107482299672,5.566602193920203,7,2,4,6,0.7920812870907419,1,0,4,1,3,0,7,3,1,1,6.945639177601386,0
37,8.650088761554178,5.644114572687458,7,2,6,7,1.928348067557824,3,1,5,5,2,0,4,5,2,2,5.685352124631128,0
28,3.8414506038440335,9.635703131510743,4,3,5,5,2.1101420567404134,3,1,3,3,2,1,3,9,2,3,6.4999366579882265,1
59,4.859079830710242,3.1528390410961395,1,3,4,5,0.8973483948358731,2,0,2,9,0,1,3,2,2,1,8.294448803833811,1
19,3.1228665435664023,10.022786508393787,8,3,1,5,2.2752741771226255,3,1,6,5,4,0,3,7,2,1,8.05777100819543,1
20,5.053160275463953,8.1362182528452,4,3,7,14,0.6168147571174001,0,1,3,7,3,0,9,8,1,3,1.3116283946056937,1
40,8.4119931174307,5.608667511574768,1,1,6,4,1.6327541318267214,4,1,1,1,4,0,3,3,6,2,1.2739288216357798,0
29,6.625723693988053,6.038314782422555,5,1,5,13,2.41284328068652,4,1,5,2,3,1,3,4,2,1,8.55050331493442,0
37,5.436669152178016,3.8231192790470536,8,3,4,5,1.611027257047666,2,0,2,4,0,0,8,2,0,4,6.172567187775066,1
22,5.602175064344312,9.273257659666722,4,3,4,9,2.723888155563152,4,0,2,9,2,0,4,9,6,4,9.61684601742273,1
54,3.009475380008277,6.641622165357945,8,0,8,6,0.17550369862390747,0,1,4,5,3,0,7,3,3,1,4.884324372248281,1
55,5.098603692956651,4.52939997024828,8,1,0,13,1.7649415364744154,2,1,4,5,2,1,3,9,2,2,2.590676392561694,1
47,7.525211191465513,7.556551273370452,3,0,8,8,1.6852663576331701,1,1,4,9,1,1,8,7,4,4,5.2591142114902825,0
26,9.8193611067145,11.953078972564553,9,0,5,4,1.981059985628054,4,1,7,8,1,1,3,6,3,4,4.928898771653708,1
51,8.929425788887297,5.787885076222092,3,4,3,11,2.500220516040923,3,1,1,2,0,1,5,3,5,3,5.654596432946647,0
52,3.165164752518704,11.127605408564815,1,2,9,7,2.1775592530151853,0,0,8,7,0,0,1,7,5,2,8.27152510489255,1
39,9.289924232723875,4.795185239170227,2,1,6,12,2.3708482061185254,0,0,9,1,0,0,5,3,0,1,6.900255891430985,0
41,8.48238889309038,1.6020597761748447,6,3,8,7,0.8664501771528645,4,0,6,9,1,0,6,6,3,3,2.6674779465943734,0
34,8.462632864996863,3.2466631700527175,2,3,4,5,1.1624921357068938,1,0,4,3,3,1,7,8,3,3,7.610295307195552,0
27,6.205970313025,5.605646576604526,6,2,4,6,1.880330922138691,3,1,6,2,4,0,2,5,0,3,6.327065919505884,0
47,5.78603705068152,3.4159842145402592,1,1,7,8,1.6603844157748058,1,1,7,4,0,1,2,3,5,2,6.204796574839132,0
40,5.1204101018323485,1.002497420400811,1,3,6,13,2.8833116249116095,1,0,6,4,4,0,9,6,2,2,7.104311941920716,0
49,3.45986401268056,11.065016915222799,5,3,7,9,0.5605034998032581,4,0,1,3,4,0,1,8,0,2,6.0756891279087855,1
34,4.597647544455894,10.28267352354022,9,4,9,10,1.053835117353425,3,0,5,2,1,0,2,3,4,1,5.11762362704284,1
34,4.726225444846172,9.165214546356419,8,0,1,7,1.7182656998545642,4,1,8,5,3,0,2,5,0,2,6.763422545326865,1
31,6.388539487971411,2.845960552106315,3,3,8,10,2.603891309808456,4,1,8,4,1,1,7,9,1,3,7.513543625955176,0
26,8.232110846176859,2.3239993383098465,3,1,2,13,2.7880455740729753,0,1,9,5,0,1,6,3,5,4,3.0319024854807153,0
57,6.316668798785626,1.7436522441962148,1,2,5,6,1.0081089924827955,4,0,4,8,1,1,9,2,1,1,5.473449048143013,0
19,3.4049111461301242,8.964321076502134,3,4,5,10,0.2013253845790549,2,0,6,2,1,0,7,8,5,1,5.123552169386112,1
42,9.704528606917428,11.216887567566738,1,1,1,7,1.2648590937665554,3,1,7,9,1,1,3,7,5,1,1.3591294355015946,1
56,9.599070233658786,5.735894030043407,8,4,6,11,1.1830324297005212,0,1,5,1,0,0,3,9,3,3,8.509947907816052,1
26,8.496326802038858,2.31054739195653,1,0,8,12,2.9594612037890684,3,1,8,8,0,0,1,4,2,2,4.396438215445819,0
39,9.939295310949543,6.636321028053172,5,3,9,10,1.293183732872368,0,0,3,5,1,0,8,3,2,3,1.6542030988108791,0
21,6.81137632960184,4.837150982044932,9,1,0,11,0.9171689979096883,2,1,8,2,1,0,1,5,5,4,5.121091873688332,1
43,9.739378451772442,5.123074167849975,7,2,7,11,1.096132123604802,4,1,5,8,4,0,2,1,5,2,2.4533272548243756,0
46,3.5292352843172554,7.83463686571278,4,0,1,5,1.1907788418714416,0,0,1,5,3,1,7,5,1,4,7.339729731711984,1
51,5.559765237829599,8.905899245884225,9,0,0,12,2.464621146589848,0,1,6,3,4,1,1,3,4,1,6.145944176508864,1
40,4.577668876047361,2.216639587604769,9,4,7,9,0.24304467849379252,0,1,2,7,3,0,4,1,0,1,3.431024262801417,1
54,4.37083158893989,1.3914925388712402,2,0,1,14,0.94952114662508,2,1,7,4,3,0,9,3,5,3,9.554264732358767,1
28,3.9856206422487324,11.937633329542864,6,1,5,7,2.8989554757212987,3,1,9,6,1,1,8,5,5,2,3.6257081343002264,1
23,7.356895490961977,3.56001183807107,4,4,5,8,0.45930751439639983,2,0,3,8,4,0,8,5,0,1,5.994972162792287,0
35,8.469252990231135,1.59213577399305,8,0,4,13,2.22780396459777,0,1,4,1,3,1,3,8,0,3,8.214110418619443,1
38,7.048088795942524,3.0886286200551196,7,2,7,8,1.0691805035948712,0,0,4,2,3,0,5,1,4,4,5.625030681590392,0
59,4.028738967117468,1.4285363098331065,7,1,2,10,1.7453565785835763,4,1,4,8,0,1,4,7,4,3,9.647701081977566,1
53,8.677866389534296,5.309919840788888,9,2,9,12,0.29864411552664616,2,0,3,7,3,0,8,5,0,2,8.59469110281563,1
58,7.4516829501460995,9.826419628964567,5,2,3,10,0.9192350020618396,2,1,5,9,1,1,7,3,5,2,9.289171126008064,1
55,5.717159942888969,4.753688947334927,6,4,6,12,1.5025948249826646,1,1,9,2,2,0,7,4,5,2,4.354323253789951,0
51,7.718912068752441,5.886017475662032,1,3,6,7,0.6951019745275752,3,0,8,8,0,0,7,3,0,1,5.935198756701327,0
34,4.8193348546998305,8.431454509241828,6,4,7,13,1.6256098291594565,1,1,2,6,2,0,1,8,5,3,8.561496659440605,1
54,5.416345459459474,6.597834770768682,2,1,1,13,0.659277942188149,1,1,9,1,1,0,7,4,4,4,9.131500308724712,0
42,9.422400901923933,10.475902546234567,6,1,1,7,1.9503016579516617,3,0,2,4,2,0,4,3,0,2,9.499272201716693,1
55,5.0335315396999425,10.526392425503321,9,4,3,9,2.7130630207509427,4,1,7,2,3,1,3,2,4,3,8.912367939517802,1
29,6.289917877105556,1.10901765040269,8,3,9,11,0.25646591205471425,4,1,5,7,2,0,5,3,5,1,7.576794136677108,1
40,9.230987961772103,9.558509371315191,9,4,8,12,0.649848107328259,3,1,7,9,4,0,2,7,5,4,1.21793324978737,1
59,7.9540494518726925,6.068069602658412,8,1,9,4,2.5332690817809898,3,1,5,6,1,0,8,6,3,4,3.834581045279168,1
39,3.4354225831529193,11.877245954340294,3,3,8,4,1.8946604563258727,2,1,6,4,4,0,9,5,1,4,2.160426564040874,1
38,4.031121309952793,6.315552834629787,8,1,3,11,0.23612675142769568,2,0,8,5,2,1,5,8,1,1,2.392827412061335,1
44,3.054891135403418,11.855855399271272,6,3,8,14,1.459050345328486,2,0,1,1,4,1,3,1,6,2,3.618164686446028,1
48,7.416452531604143,9.300262973263102,6,3,2,10,0.6292755450340051,2,1,1,4,0,1,7,3,4,1,1.6726641146969734,1
23,6.133713977872928,3.7346537307463694,6,4,4,12,0.5972891822102092,0,1,5,3,2,0,1,2,0,4,3.18728631091794,0
44,3.939923956315929,6.922344772156534,3,4,9,14,2.821936030081571,0,0,1,9,4,0,3,2,1,3,9.612809528852269,1
57,9.705538847397392,11.91349203426441,1,4,8,6,2.2846246442283267,4,0,3,6,3,0,9,1,5,4,3.807492207293762,1
51,6.7076180676193395,10.43283668527116,4,3,5,13,2.0886917805724314,0,0,9,4,2,0,2,5,2,3,2.437417629316212,1
29,4.693253058790225,2.071035831703432,6,3,2,8,0.7167864512335759,0,0,7,3,0,0,9,5,0,1,7.46470162377827,1
24,6.504224998082953,8.770091964909957,2,1,9,6,0.3557202991228514,2,0,6,4,3,1,1,3,4,1,8.456546350470248,1
27,7.757342329145755,4.801375444578944,7,2,8,8,2.61249786385605,2,0,8,8,2,1,4,9,5,1,3.826340646368352,0
34,3.533674525814951,1.0768048806838293,7,4,5,13,0.01763870802735279,3,1,8,5,3,1,6,6,5,3,3.506475795205338,1
43,4.922926705335244,5.438290659296996,4,1,3,4,1.1642892711030588,2,1,6,1,2,0,7,6,2,1,3.1758359311453015,1
38,8.648758436187954,3.5822986389746845,4,1,3,14,0.8328375088840007,3,1,4,5,2,1,3,6,4,2,4.53935115159736,0
45,6.217654092818629,10.007561975725187,1,0,7,7,1.7111286010464708,3,1,4,8,1,1,9,2,6,4,1.7850858205500262,1
19,6.826039994226065,4.71063669730342,2,4,6,9,0.7515253076575041,0,1,4,4,4,0,4,8,0,2,7.022163039005857,0
18,6.029712015466284,10.102760633491988,9,1,0,5,0.9336160779849239,2,0,6,2,2,1,5,6,5,3,8.400036927308129,1
53,3.307299598501036,1.0065773271827485,8,0,5,10,2.550119564979581,0,0,1,3,0,0,8,3,6,1,6.973140517652962,1
43,4.1602484587410915,4.386010650287311,8,4,7,11,1.8095664702135563,2,0,2,9,4,0,3,9,3,4,4.790797209037436,1
46,6.118791471193236,3.6528173573853815,9,3,2,4,0.4370475819881051,0,0,6,7,1,0,8,2,5,1,3.600660226098153,1
38,4.464298257855495,3.569240971754721,7,0,8,7,2.1794146304874946,0,0,1,3,4,0,1,7,3,1,4.685015480604163,1
28,3.3498532006177513,1.7500528174200896,9,3,9,14,0.6223776044396352,0,0,9,5,4,0,8,3,3,4,4.81453736398524,1
57,8.905547648362766,3.058366974515519,2,2,1,7,1.2990147903374403,4,1,6,3,2,1,8,6,0,4,6.994187456252564,0
